Query: superfocus/fastq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Database used: 90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aligner used: diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subsystem 3,ENRIQ_10_S11_L001_microbial_1.fastq,ENRIQ_10_S11_L001_microbial_2.fastq,ENRIQ_11_S12_L001_microbial_1.fastq,ENRIQ_11_S12_L001_microbial_2.fastq,ENRIQ_12_S13_L001_microbial_1.fastq,ENRIQ_12_S13_L001_microbial_2.fastq,ENRIQ_13_S14_L001_microbial_1.fastq,ENRIQ_13_S14_L001_microbial_2.fastq,ENRIQ_14_S15_L001_microbial_1.fastq,ENRIQ_14_S15_L001_microbial_2.fastq,ENRIQ_15_S16_L001_microbial_1.fastq,ENRIQ_15_S16_L001_microbial_2.fastq,ENRIQ_16_S17_L001_microbial_1.fastq,ENRIQ_16_S17_L001_microbial_2.fastq,ENRIQ_17_S18_L001_microbial_1.fastq,ENRIQ_17_S18_L001_microbial_2.fastq,ENRIQ_18_S19_L001_microbial_1.fastq,ENRIQ_18_S19_L001_microbial_2.fastq,ENRIQ_19_S20_L001_microbial_1.fastq,ENRIQ_19_S20_L001_microbial_2.fastq,ENRIQ_1_S2_L001_microbial_1.fastq,ENRIQ_1_S2_L001_microbial_2.fastq,ENRIQ_20_S21_L001_microbial_1.fastq,ENRIQ_20_S21_L001_microbial_2.fastq,ENRIQ_21_S22_L001_microbial_1.fastq,ENRIQ_21_S22_L001_microbial_2.fastq,ENRIQ_22_S23_L001_microbial_1.fastq,ENRIQ_22_S23_L001_microbial_2.fastq,ENRIQ_23_S24_L001_microbial_1.fastq,ENRIQ_23_S24_L001_microbial_2.fastq,ENRIQ_24_S25_L001_microbial_1.fastq,ENRIQ_24_S25_L001_microbial_2.fastq,ENRIQ_25_S26_L001_microbial_1.fastq,ENRIQ_25_S26_L001_microbial_2.fastq,ENRIQ_26_S27_L001_microbial_1.fastq,ENRIQ_26_S27_L001_microbial_2.fastq,ENRIQ_27_S28_L001_microbial_1.fastq,ENRIQ_27_S28_L001_microbial_2.fastq,ENRIQ_28_S29_L001_microbial_1.fastq,ENRIQ_28_S29_L001_microbial_2.fastq,ENRIQ_29_S30_L001_microbial_1.fastq,ENRIQ_29_S30_L001_microbial_2.fastq,ENRIQ_2_S3_L001_microbial_1.fastq,ENRIQ_2_S3_L001_microbial_2.fastq,ENRIQ_30_S31_L001_microbial_1.fastq,ENRIQ_30_S31_L001_microbial_2.fastq,ENRIQ_31_S32_L001_microbial_1.fastq,ENRIQ_31_S32_L001_microbial_2.fastq,ENRIQ_32_S33_L001_microbial_1.fastq,ENRIQ_32_S33_L001_microbial_2.fastq,ENRIQ_33_S34_L001_microbial_1.fastq,ENRIQ_33_S34_L001_microbial_2.fastq,ENRIQ_34_S35_L001_microbial_1.fastq,ENRIQ_34_S35_L001_microbial_2.fastq,ENRIQ_35_S36_L001_microbial_1.fastq,ENRIQ_35_S36_L001_microbial_2.fastq,ENRIQ_36_S37_L001_microbial_1.fastq,ENRIQ_36_S37_L001_microbial_2.fastq,ENRIQ_37_S38_L001_microbial_1.fastq,ENRIQ_37_S38_L001_microbial_2.fastq,ENRIQ_38_S39_L001_microbial_1.fastq,ENRIQ_38_S39_L001_microbial_2.fastq,ENRIQ_39_S40_L001_microbial_1.fastq,ENRIQ_39_S40_L001_microbial_2.fastq,ENRIQ_3_S4_L001_microbial_1.fastq,ENRIQ_3_S4_L001_microbial_2.fastq,ENRIQ_40_S41_L001_microbial_1.fastq,ENRIQ_40_S41_L001_microbial_2.fastq,ENRIQ_41_S42_L001_microbial_1.fastq,ENRIQ_41_S42_L001_microbial_2.fastq,ENRIQ_42_S43_L001_microbial_1.fastq,ENRIQ_42_S43_L001_microbial_2.fastq,ENRIQ_43_S44_L001_microbial_1.fastq,ENRIQ_43_S44_L001_microbial_2.fastq,ENRIQ_44_S45_L001_microbial_1.fastq,ENRIQ_44_S45_L001_microbial_2.fastq,ENRIQ_45_S46_L001_microbial_1.fastq,ENRIQ_45_S46_L001_microbial_2.fastq,ENRIQ_46_S47_L001_microbial_1.fastq,ENRIQ_46_S47_L001_microbial_2.fastq,ENRIQ_47_S48_L001_microbial_1.fastq,ENRIQ_47_S48_L001_microbial_2.fastq,ENRIQ_48_S49_L001_microbial_1.fastq,ENRIQ_48_S49_L001_microbial_2.fastq,ENRIQ_49_S50_L001_microbial_1.fastq,ENRIQ_49_S50_L001_microbial_2.fastq,ENRIQ_4_S5_L001_microbial_1.fastq,ENRIQ_4_S5_L001_microbial_2.fastq,ENRIQ_50_S51_L001_microbial_1.fastq,ENRIQ_50_S51_L001_microbial_2.fastq,ENRIQ_51_S52_L001_microbial_1.fastq,ENRIQ_51_S52_L001_microbial_2.fastq,ENRIQ_52_S53_L001_microbial_1.fastq,ENRIQ_52_S53_L001_microbial_2.fastq,ENRIQ_53_S54_L001_microbial_1.fastq,ENRIQ_53_S54_L001_microbial_2.fastq,ENRIQ_54_S55_L001_microbial_1.fastq,ENRIQ_54_S55_L001_microbial_2.fastq,ENRIQ_55_S56_L001_microbial_1.fastq,ENRIQ_55_S56_L001_microbial_2.fastq,ENRIQ_56_S57_L001_microbial_1.fastq,ENRIQ_56_S57_L001_microbial_2.fastq,ENRIQ_57_S58_L001_microbial_1.fastq,ENRIQ_57_S58_L001_microbial_2.fastq,ENRIQ_58_S59_L001_microbial_1.fastq,ENRIQ_58_S59_L001_microbial_2.fastq,ENRIQ_59_S60_L001_microbial_1.fastq,ENRIQ_59_S60_L001_microbial_2.fastq,ENRIQ_5_S6_L001_microbial_1.fastq,ENRIQ_5_S6_L001_microbial_2.fastq,ENRIQ_60_S61_L001_microbial_1.fastq,ENRIQ_60_S61_L001_microbial_2.fastq,ENRIQ_61_S62_L001_microbial_1.fastq,ENRIQ_61_S62_L001_microbial_2.fastq,ENRIQ_62_S63_L001_microbial_1.fastq,ENRIQ_62_S63_L001_microbial_2.fastq,ENRIQ_6_S7_L001_microbial_1.fastq,ENRIQ_6_S7_L001_microbial_2.fastq,ENRIQ_7_S8_L001_microbial_1.fastq,ENRIQ_7_S8_L001_microbial_2.fastq,ENRIQ_8_S9_L001_microbial_1.fastq,ENRIQ_8_S9_L001_microbial_2.fastq,ENRIQ_9_S10_L001_microbial_1.fastq,ENRIQ_9_S10_L001_microbial_2.fastq,ENRIQ_10_S11_L001_microbial_1.fastq %,ENRIQ_10_S11_L001_microbial_2.fastq %,ENRIQ_11_S12_L001_microbial_1.fastq %,ENRIQ_11_S12_L001_microbial_2.fastq %,ENRIQ_12_S13_L001_microbial_1.fastq %,ENRIQ_12_S13_L001_microbial_2.fastq %,ENRIQ_13_S14_L001_microbial_1.fastq %,ENRIQ_13_S14_L001_microbial_2.fastq %,ENRIQ_14_S15_L001_microbial_1.fastq %,ENRIQ_14_S15_L001_microbial_2.fastq %,ENRIQ_15_S16_L001_microbial_1.fastq %,ENRIQ_15_S16_L001_microbial_2.fastq %,ENRIQ_16_S17_L001_microbial_1.fastq %,ENRIQ_16_S17_L001_microbial_2.fastq %,ENRIQ_17_S18_L001_microbial_1.fastq %,ENRIQ_17_S18_L001_microbial_2.fastq %,ENRIQ_18_S19_L001_microbial_1.fastq %,ENRIQ_18_S19_L001_microbial_2.fastq %,ENRIQ_19_S20_L001_microbial_1.fastq %,ENRIQ_19_S20_L001_microbial_2.fastq %,ENRIQ_1_S2_L001_microbial_1.fastq %,ENRIQ_1_S2_L001_microbial_2.fastq %,ENRIQ_20_S21_L001_microbial_1.fastq %,ENRIQ_20_S21_L001_microbial_2.fastq %,ENRIQ_21_S22_L001_microbial_1.fastq %,ENRIQ_21_S22_L001_microbial_2.fastq %,ENRIQ_22_S23_L001_microbial_1.fastq %,ENRIQ_22_S23_L001_microbial_2.fastq %,ENRIQ_23_S24_L001_microbial_1.fastq %,ENRIQ_23_S24_L001_microbial_2.fastq %,ENRIQ_24_S25_L001_microbial_1.fastq %,ENRIQ_24_S25_L001_microbial_2.fastq %,ENRIQ_25_S26_L001_microbial_1.fastq %,ENRIQ_25_S26_L001_microbial_2.fastq %,ENRIQ_26_S27_L001_microbial_1.fastq %,ENRIQ_26_S27_L001_microbial_2.fastq %,ENRIQ_27_S28_L001_microbial_1.fastq %,ENRIQ_27_S28_L001_microbial_2.fastq %,ENRIQ_28_S29_L001_microbial_1.fastq %,ENRIQ_28_S29_L001_microbial_2.fastq %,ENRIQ_29_S30_L001_microbial_1.fastq %,ENRIQ_29_S30_L001_microbial_2.fastq %,ENRIQ_2_S3_L001_microbial_1.fastq %,ENRIQ_2_S3_L001_microbial_2.fastq %,ENRIQ_30_S31_L001_microbial_1.fastq %,ENRIQ_30_S31_L001_microbial_2.fastq %,ENRIQ_31_S32_L001_microbial_1.fastq %,ENRIQ_31_S32_L001_microbial_2.fastq %,ENRIQ_32_S33_L001_microbial_1.fastq %,ENRIQ_32_S33_L001_microbial_2.fastq %,ENRIQ_33_S34_L001_microbial_1.fastq %,ENRIQ_33_S34_L001_microbial_2.fastq %,ENRIQ_34_S35_L001_microbial_1.fastq %,ENRIQ_34_S35_L001_microbial_2.fastq %,ENRIQ_35_S36_L001_microbial_1.fastq %,ENRIQ_35_S36_L001_microbial_2.fastq %,ENRIQ_36_S37_L001_microbial_1.fastq %,ENRIQ_36_S37_L001_microbial_2.fastq %,ENRIQ_37_S38_L001_microbial_1.fastq %,ENRIQ_37_S38_L001_microbial_2.fastq %,ENRIQ_38_S39_L001_microbial_1.fastq %,ENRIQ_38_S39_L001_microbial_2.fastq %,ENRIQ_39_S40_L001_microbial_1.fastq %,ENRIQ_39_S40_L001_microbial_2.fastq %,ENRIQ_3_S4_L001_microbial_1.fastq %,ENRIQ_3_S4_L001_microbial_2.fastq %,ENRIQ_40_S41_L001_microbial_1.fastq %,ENRIQ_40_S41_L001_microbial_2.fastq %,ENRIQ_41_S42_L001_microbial_1.fastq %,ENRIQ_41_S42_L001_microbial_2.fastq %,ENRIQ_42_S43_L001_microbial_1.fastq %,ENRIQ_42_S43_L001_microbial_2.fastq %,ENRIQ_43_S44_L001_microbial_1.fastq %,ENRIQ_43_S44_L001_microbial_2.fastq %,ENRIQ_44_S45_L001_microbial_1.fastq %,ENRIQ_44_S45_L001_microbial_2.fastq %,ENRIQ_45_S46_L001_microbial_1.fastq %,ENRIQ_45_S46_L001_microbial_2.fastq %,ENRIQ_46_S47_L001_microbial_1.fastq %,ENRIQ_46_S47_L001_microbial_2.fastq %,ENRIQ_47_S48_L001_microbial_1.fastq %,ENRIQ_47_S48_L001_microbial_2.fastq %,ENRIQ_48_S49_L001_microbial_1.fastq %,ENRIQ_48_S49_L001_microbial_2.fastq %,ENRIQ_49_S50_L001_microbial_1.fastq %,ENRIQ_49_S50_L001_microbial_2.fastq %,ENRIQ_4_S5_L001_microbial_1.fastq %,ENRIQ_4_S5_L001_microbial_2.fastq %,ENRIQ_50_S51_L001_microbial_1.fastq %,ENRIQ_50_S51_L001_microbial_2.fastq %,ENRIQ_51_S52_L001_microbial_1.fastq %,ENRIQ_51_S52_L001_microbial_2.fastq %,ENRIQ_52_S53_L001_microbial_1.fastq %,ENRIQ_52_S53_L001_microbial_2.fastq %,ENRIQ_53_S54_L001_microbial_1.fastq %,ENRIQ_53_S54_L001_microbial_2.fastq %,ENRIQ_54_S55_L001_microbial_1.fastq %,ENRIQ_54_S55_L001_microbial_2.fastq %,ENRIQ_55_S56_L001_microbial_1.fastq %,ENRIQ_55_S56_L001_microbial_2.fastq %,ENRIQ_56_S57_L001_microbial_1.fastq %,ENRIQ_56_S57_L001_microbial_2.fastq %,ENRIQ_57_S58_L001_microbial_1.fastq %,ENRIQ_57_S58_L001_microbial_2.fastq %,ENRIQ_58_S59_L001_microbial_1.fastq %,ENRIQ_58_S59_L001_microbial_2.fastq %,ENRIQ_59_S60_L001_microbial_1.fastq %,ENRIQ_59_S60_L001_microbial_2.fastq %,ENRIQ_5_S6_L001_microbial_1.fastq %,ENRIQ_5_S6_L001_microbial_2.fastq %,ENRIQ_60_S61_L001_microbial_1.fastq %,ENRIQ_60_S61_L001_microbial_2.fastq %,ENRIQ_61_S62_L001_microbial_1.fastq %,ENRIQ_61_S62_L001_microbial_2.fastq %,ENRIQ_62_S63_L001_microbial_1.fastq %,ENRIQ_62_S63_L001_microbial_2.fastq %,ENRIQ_6_S7_L001_microbial_1.fastq %,ENRIQ_6_S7_L001_microbial_2.fastq %,ENRIQ_7_S8_L001_microbial_1.fastq %,ENRIQ_7_S8_L001_microbial_2.fastq %,ENRIQ_8_S9_L001_microbial_1.fastq %,ENRIQ_8_S9_L001_microbial_2.fastq %,ENRIQ_9_S10_L001_microbial_1.fastq %,ENRIQ_9_S10_L001_microbial_2.fastq %
&#945;-Fimbriae,0,0,0,0,0,0,24.62424242,24.42424242,11.42424242,11.92424242,14.77922078,11.68181818,6.6,6.166666667,11.5,10.92424242,12.04545455,12.34848485,7.590909091,7.590909091,0,0,6.225,6.433333333,5,5.166666667,5.257575758,5.533333333,8.212121212,6,1.2,1.166666667,14.59090909,17.46969697,2.46969697,4,24.8969697,20.67965368,9.333333333,8.045454545,9.348484848,8.393939394,0,0,5.188311688,5.188311688,3.233766234,2.045454545,2.090909091,2.290909091,13.83636364,12.66969697,13.75757576,10.18831169,6.733766234,8.590909091,18.35800866,16.68614719,12.60606061,12.84848485,12.04545455,12.74545455,36.84848485,39.25844156,0,0,125.8804113,124.8978355,104.8388167,100.6903319,98.36861472,100.1507576,16.06969697,14.42424242,91.04545455,86.62770563,35.59134199,30.0004329,71.04090909,71.43939394,68.31255411,68.62164502,72.36363636,70.03333333,28.7,28.72164502,0,0,76.22121212,79.5469697,37.36363636,41.5030303,39.2969697,41.73073593,69.74516595,64.56507937,137.7363636,143.091342,56.43073593,55.67316017,33.06060606,37.27575758,26.77272727,25.39393939,76.91212121,77.53484848,93.58730159,86.52626263,0,0,35.6004329,37.83636364,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.004667917,0.004648031,0.004970325,0.005222281,0.003027288,0.002408364,0.002242465,0.002110932,0.003547248,0.003388949,0.00238353,0.002458633,0.001722126,0.001732685,0,0,0.001154133,0.001199068,0.001529295,0.001590321,0.002009562,0.002131796,0.002741742,0.002013801,0.000327008,0.000319749,0.002098246,0.002530916,0.002190166,0.003574524,0.003147189,0.00263316,0.002043043,0.001772384,0.002560436,0.00230592,0,0,0.001879231,0.001893586,0.001212597,0.000771925,0.000377535,0.000415786,0.002647626,0.002443675,0.00203786,0.001517156,0.001413368,0.001806578,0.001917428,0.001748729,0.003676769,0.003771744,0.009762732,0.010424451,0.008935587,0.009570724,0,0,0.014769149,0.014746012,0.012787405,0.01234843,0.011296531,0.011562296,0.002836288,0.002561186,0.007594431,0.007270286,0.010286396,0.008695122,0.015709855,0.015873234,0.011337468,0.011448236,0.010988796,0.010694577,0.00929645,0.009364247,0,0,0.010206225,0.010697347,0.006267762,0.007001895,0.008423011,0.008968778,0.011182504,0.01041752,0.01393093,0.014545277,0.012402005,0.012283346,0.00626454,0.007111021,0.005661788,0.005394851,0.012281847,0.012457679,0.013404505,0.012556361,0,0,0.012507398,0.013370354,0,0,0,0,0,0,0,0,0,0,0.000134311,0.000135363
&#946;-Fimbriae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,2,2,2,1,0,0,0,0,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000126409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000104446,0.000104801,0,0,0,0,0.000242495,0.000243788,0,0,0.000234654,0.000236129,0.000243944,0.000122638,0,0,0,0,8.34E-05,8.39E-05,0.000578028,0.000579666,0.000221138,0.000222192,0,0,0,0,0,0,0,0,0,0,0.000503251,0.000506124,0,0,0.000481001,0.000484047,0.000101142,0.00010165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
&#954;-Fimbriae,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,1,1,1,0,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,1,2,0,0,0,1,2,0,5,2,1,1,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000435068,0.000437955,0,0.000206163,0,0,0,0,0,0,0.000226867,0.000456516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000126409,0.000127331,0,0,0,0,0,0,0.000724409,0.000364971,0,0,0,0,0.000191353,0.000192876,0,0,0,0,0,0,0.000291667,0,0,0,0,0,0,0,0.000469307,0.000472258,0.000121972,0.000122638,0.000114839,0,0,0,0.000166827,0.000167851,0,0,0.000442276,0.000444383,0,0,0,0,0,0,0,0,0.000133903,0.000268957,0,0,0,0.00021492,0.000320668,0,0.00050571,0.000203301,0.000219774,0.000220633,0,0.000190768,0,0,0.000319374,0.000160672,0,0,0,0,0,0.000353373,0,0,0,0,0,0,0,0,0,0,0,0
&#963;-Fimbriae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000197878,0.000199104,0,0,0,0,0.000370806,0.000372767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000117327,0,0.000121972,0,0,0,0,0,0.000166827,0.000167851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000320668,0.000161349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000356896,0.001078183,0,0,0,0,0,0
(GlcNAc)2 Catabolic Operon,14,9,12,14,20,20,18,19,10,8,16.5,16.5,4,3,3,12,12.5,15.5,11,10.5,13,11.5,15,14,8,4,8,8,6,9,6.5,3.5,9,14,4,5,16,16.5,11,8.5,10.5,11,4.5,3,4,6.5,6.5,3,24.5,21,14,13,14,12.5,12,15.5,18,14,6,8.5,2.5,3.5,6.5,5,6.5,9,5,3,5,7,4,4,14.5,15.5,27.5,24.5,6,8,4,5,6,7,2,2,6,6,11,9,8,8,7.5,5,1,2,9,9,5,4,3,2,13,14,9,6,4,4,8,5,6,6,2.5,2,10,10,9,7,13,7,7,8,9,5,26.5,23,0.003040022,0.001964401,0.003850214,0.004519876,0.003880293,0.003910718,0.003412186,0.003615776,0.004350682,0.003503639,0.003379762,0.003401697,0.00135907,0.00102694,0.000925369,0.003722673,0.002473474,0.003086112,0.002495536,0.002396708,0.003550021,0.003160678,0.002781043,0.00260937,0.002446872,0.001231216,0.003057777,0.003082115,0.002003192,0.003020702,0.001771296,0.000959248,0.001294245,0.002028245,0.003547263,0.004468155,0.002022536,0.002100961,0.002407872,0.001872519,0.002875822,0.003021837,0.002175384,0.001456318,0.001448819,0.002372315,0.002437369,0.001132157,0.004423724,0.00381137,0.002678939,0.002507382,0.00207377,0.001861393,0.002518712,0.003259487,0.001880035,0.001467218,0.001750001,0.002495222,0.002026227,0.002862634,0.00157622,0.001218938,0.002597776,0.003617974,0.000586634,0.000354194,0.00060986,0.000858464,0.000459355,0.000461796,0.002559238,0.002752199,0.002293875,0.002056178,0.001734084,0.002318666,0.000884553,0.001110958,0.000995788,0.001167819,0.00030371,0.000305414,0.001943509,0.001956207,0.00414074,0.003412374,0.001071222,0.001075827,0.001258128,0.00084354,0.000214343,0.00042984,0.001443004,0.001452142,0.00050571,0.000406601,0.000659322,0.000441266,0.002463325,0.002670752,0.001903284,0.001274678,0.000638747,0.000642688,0.00114584,0.000725581,0.002481225,0.002495612,0.000878318,0.000706746,0.003645723,0.003670088,0.004268538,0.003343859,0.004639643,0.002515759,0.003004666,0.003436367,0.003863357,0.002160462,0.00355924,0.003113342
2-Ketogluconate Utilization,0,0,1,1,1.5,2,2,1,1,0.5,2.5,3.5,0.5,0.5,0.5,3.5,2,1.25,0,0.333333333,1,1,2.5,2,0,0.5,2.2,3,0,0,1,2,4.5,5.5,0,0,2.5,3,2.5,2,1,1,0.5,0,0,0,1,1,2.5,0.5,4.833333333,2.5,1.166666667,3.666666667,1,2.25,4.5,4,0,0,1,1,1.666666667,1.166666667,1,1,4,4,14.33333333,15.33333333,7.5,7.5,2,0.5,4.5,3,0.5,0.5,3.333333333,3.5,8,8,4,3,0.5,0,0,1.5,5,3,0.5,1,4.666666667,4.5,19.75,21,5.166666667,5.5,0.5,2,1.5,4,0.5,0.5,2.166666667,1.666666667,4.5,5.5,0.5,0.5,0.5,0.5,0,2,0,0,0.5,1,1,0.5,0,0,0,2,0,0,0.000320851,0.000322848,0.000291022,0.000391072,0.000379132,0.000190304,0.000435068,0.000218977,0.000512085,0.000721572,0.000169884,0.000171157,0.000154228,0.00108578,0.000395756,0.00024888,0,7.61E-05,0.000273079,0.000274842,0.000463507,0.000372767,0,0.000153902,0.000840889,0.001155793,0,0,0.000272507,0.000548142,0.000647123,0.00079681,0,0,0.000316021,0.000381993,0.000547244,0.000440593,0.000273888,0.000274712,0.000241709,0,0,0,0.00037498,0.000377386,0.0004514,9.07E-05,0.000924872,0.000482189,0.000172814,0.000546009,0.000209893,0.000473151,0.000470009,0.000419205,0,0,0.000810491,0.000817896,0.000404159,0.000284419,0.000399658,0.000401997,0.000469307,0.000472258,0.001748266,0.001880445,0.000861291,0.000865867,0.000352998,8.88E-05,0.000375361,0.000251777,0.000144507,0.000144917,0.000737127,0.000777671,0.001327717,0.00133465,0.000607421,0.000458121,0.000161959,0,0,0.000568729,0.000669513,0.000403435,8.39E-05,0.000168708,0.001000265,0.000967141,0.003166592,0.003388332,0.000522567,0.000559077,0.000109887,0.000441266,0.00028423,0.000763072,0.000105738,0.000106223,0.000345988,0.000267787,0.000644535,0.000798139,0.000206769,0.000207968,0.000175664,0.000176687,0,0.000734018,0,0,0.000178448,0.000359394,0.000429238,0.000214773,0,0,0,0.000270725
2-O-alpha-mannosyl-D-glycerate utilization,141.3333333,143.3333333,92.5,97,161.6666667,164,177.1666667,169.6666667,92.83333333,87.16666667,216.1666667,211.1666667,122,125.3333333,142.8333333,142.1666667,217.1666667,207.6666667,173.1666667,175,117.6666667,126.6666667,200.0833333,197.25,124,111.1666667,101.5,103,118,114.3333333,122.3333333,130.8333333,237,247.5,43,46.5,311.5666667,320.2333333,173.0666667,178.2333333,152.5,136.8333333,72,71.5,85.83333333,85.33333333,89.66666667,79.66666667,172.1666667,166.6666667,165,163.3333333,225.6666667,213.1666667,150.8333333,154.8333333,311,305.1666667,93.66666667,103.3333333,37.5,39.5,163.6666667,148,84.66666667,85,173.3333333,174.0666667,163.5666667,152.4,190.3,179.9666667,155,150.3333333,385.1666667,380,143.5,146.8333333,90.23333333,92,109.7333333,115.0666667,114.7333333,121.6333333,115.6666667,112.1666667,82.33333333,73.91666667,264.7333333,251.0666667,206.5,205,101.8333333,96.06666667,157.4,148.8,198.2,181.4666667,110.2333333,108.9,212.1666667,214.1666667,167.8333333,163.6666667,123.4,124.5666667,156.1333333,152.5,81.16666667,83.33333333,82.33333333,83.5,91.83333333,96.5,58.33333333,51.5,102,99.25,59.83333333,63.33333333,66,59,212.8333333,205.8333333,0.030689745,0.0312849,0.029678732,0.031316285,0.031365701,0.03206789,0.033584761,0.032288247,0.040388835,0.038175071,0.044278301,0.043534851,0.041451622,0.042903274,0.044057846,0.044103337,0.042972496,0.041347271,0.039285793,0.039945127,0.032132243,0.034813263,0.037096023,0.036764158,0.03792652,0.034217552,0.038795542,0.039682234,0.039396104,0.038374102,0.033336694,0.035857618,0.034081791,0.03585647,0.038133076,0.041553846,0.039384677,0.040775615,0.037883846,0.039264151,0.041767891,0.03758982,0.034806149,0.034708906,0.031089234,0.031144234,0.033623193,0.030065049,0.031086443,0.030248967,0.031573207,0.031503009,0.033427196,0.031742959,0.03165881,0.032559819,0.032482826,0.031981851,0.027319456,0.030334076,0.030393412,0.032306874,0.03968841,0.036080577,0.033837702,0.034169755,0.02033665,0.02055111,0.019950561,0.018689984,0.021853819,0.020776956,0.027357367,0.026693372,0.032128146,0.031891743,0.041473509,0.042557179,0.019954033,0.020441628,0.018211853,0.019196719,0.017422855,0.018574257,0.037466528,0.036570204,0.030992811,0.028025701,0.035448505,0.033763037,0.034640444,0.034585147,0.021827213,0.020646666,0.025236532,0.024008752,0.020046343,0.01844614,0.024226414,0.024026953,0.040202725,0.040856141,0.035492714,0.034770391,0.019705346,0.020014375,0.02236297,0.022130219,0.033565466,0.034661276,0.028925934,0.029506656,0.033479891,0.035416353,0.027666453,0.024601245,0.036403349,0.035669875,0.025682739,0.027204573,0.028331287,0.025493449,0.028585845,0.027862154
